ID,label,node,value
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,Type of Digital Twin,Digital twin
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,Use case,"Facilitating circular economy transitions and achieving sustainable development goals (SDGs) in the agriculture domain by deploying AI and digital twin technologies to digitize operations such as waste management, sustainable resource consumption, renewable energy, and water conservation."
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Asynchronous integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data aggregation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data type,"Agricultural production data, waste data, greenhouse gas emissions data, resource consumption data"
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data format,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data outputs,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data pipeline,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data processing,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data source,"Agricultural industry operations, waste management systems, resource consumption monitoring, renewable energy systems, water conservation systems"
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data Storage,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data archive services,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data streaming,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data transformation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,DT model repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,DT instance repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Real-time processing,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Sensor,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Sensor metadata,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Simulation model repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Synthetic data generation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Temporal data store,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,API services,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Digital Twin federation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Interoperability,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Network architecture,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Ontology,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Collaboration platform integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Enterprise system integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,OT/IoT system integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,AI model repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,AI models,Artificial neural networks (ANN)
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Alerts & notifications,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Analytical model,Artificial neural networks (ANN)
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Cloud node,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Compute resources for data analysis,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Distributed ledger & smart contracts,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Edge AI & intelligence,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Edge node,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Mathematical models,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Model performance metrics,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Prediction,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Prescriptive recommendations,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Simulation models,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Federated learning,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Actuator configuration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Compliance indicator,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Device management,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Event logging,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,I/O performance metrics,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,System monitoring,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Command and control,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Management,Orchestration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Data encryption,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Privacy,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Reliability,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Resilience,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Trustworthiness,Security,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,3D Rendering,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Advanced visualization,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Augmented reality,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Dashboards,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Entity Relationship Visualization,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Gamification,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Gaming engine visualization,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Real-time monitoring,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,User Experience,Virtual reality,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Paper Metadata,Paper Title,City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Paper Metadata,Paper DOI,10.3389/fbuil.2023.1048510
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Paper Metadata,Paper Abstract,"City Information Models (CIMs) present several research challenges and are arguably pre-cursors for a roadmap to the transition to Urban or City Digital Twins (UDTs/CDTs) and broader smart city drives. In a period of digital transformation in urban planning, CIMs are primarily designed to intersect and merge urban GIS/BIM in what is termed GeoBIM. CIMs are often cloud-based geospatial services and data repositories with one-way data connections, which differ from integrated and high-fidelity cyber-physical complex systems for digital twins (DTs). However, there is a lack of precision in terms of defining CIMs and UDTs, and this paper examines four broad sociotechnical research challenges regarding the progress of CIMs toward full UDTs/CDTs, including (1) technical training for adoption, (2) acquisition strategies for aerial data and remote sensing, (3) data licensing types and system management, and (4) stakeholder engagement with CIM platforms. These four research challenges and digital transformation are discussed by using back-casting futuring methods, establishing a framework for CIMs through co-designed workshops, and explored in the Lancaster City Information Model (LCIM) prototype. The LCIM, as a resulting case study, was developed for architects, planners, and stakeholders to engage with 3D urban models and urban analytics (view sheds, masterplan scenarios, and solar potentials of buildings) from 2019 to 2021 to address digital inequality in planning and data fragmentation. The framework and prototype results resulted in the most extensive 3D open urban dataset published in the UK, consisting of a baseline of 1″+/-buildings and infrastructure and 7.5 cm aerial imagery and a framework for developing transitions from CIMs to UDTs. The delivery of this case and the resulting published dataset highlights the essential research needed regarding definitions and precision around terminology and systems between CIMs and UDTs and four applied challenges in digital transformation and future sociotechnical relationships."
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,Biomodels link,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,DT performance metrics,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,DT readiness scale,Prototype stage (inferred TRL 4-5)
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,Framework,"Gemini Principles (2018), Information Management Framework (2020), Data Ontologies (2020) from Centre for Digital Built Britain (CDBB)"
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,Scientific domain,Built Environment / Urban Planning / Geospatial Science
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,Stage of DT development,Prototype stage (LCIM prototype developed 2019-2021)
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,Type of Digital Twin,Urban Digital Twin (UDT) / City Digital Twin (CDT)
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,DT General Information,Use case,"Roadmap and framework development for transition from City Information Models (CIMs) to Urban Digital Twins (UDTs) to support urban planning, stakeholder engagement, and digital inequality reduction using 3D urban models and urban analytics (view sheds, masterplan scenarios, solar potentials)."
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Asynchronous integration,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data aggregation,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data type,"Geospatial data, aerial imagery (7.5 cm resolution), 3D urban models, urban analytics data"
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data format,"3D open urban dataset (format not explicitly specified), CityGML, IFC (inferred standards for GeoBIM)"
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data integration,"GeoBIM approach integrating GIS and BIM data, CityGML and IFC data standards"
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data pipeline,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data processing,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data source,"Aerial imagery (7.5 cm resolution), urban GIS and BIM data, remote sensing data"
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data Storage,Cloud-based geospatial services and data repositories (general description)
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data archive services,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data streaming,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Data transformation,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,DT model repository,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,DT instance repository,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Real-time processing,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Sensor,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Sensor metadata,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Simulation model repository,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Synthetic data generation,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Data Services,Temporal data store,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,API services,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,Digital Twin federation,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,Interoperability,"CityGML, IFC standards for GeoBIM integration"
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,Network architecture,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,Ontology,Data Ontologies (2020) from Centre for Digital Built Britain (CDBB)
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,Collaboration platform integration,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,Enterprise system integration,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Integration,OT/IoT system integration,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,AI model repository,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,AI models,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Alerts & notifications,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Cloud node,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Compute resources for data analysis,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Distributed ledger & smart contracts,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Edge AI & intelligence,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Edge node,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Mathematical models,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Model performance metrics,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Prediction,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Prescriptive recommendations,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Simulation models,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Intelligence,Federated learning,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,Actuator configuration,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,Compliance indicator,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,Device management,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,Event logging,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,I/O performance metrics,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,System monitoring,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,Command and control,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Management,Orchestration,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Trustworthiness,Data encryption,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Trustworthiness,Privacy,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Trustworthiness,Reliability,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Trustworthiness,Resilience,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,Trustworthiness,Security,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,3D Rendering,3D urban models (LCIM prototype)
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,Augmented reality,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,Dashboards,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,Entity Relationship Visualization,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,Gamification,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,Gaming engine Visualization,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,Real-time monitoring,Not available
City Information Models (CIMs) as precursors for Urban Digital Twins (UDTs): A case study of Lancaster,User Experience,Virtual reality,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Paper Metadata,Paper title,CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Paper Metadata,Paper DOI,10.1177/03611981231185768
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Paper Metadata,Paper abstract,"The development of safety-oriented research and applications requires fine-grain vehicle trajectories that not only have high accuracy, but also capture substantial safety-critical events. However, it would be challenging to satisfy both these requirements using the available vehicle trajectory datasets do not have the capacity to satisfy both. This paper introduces the CitySim dataset that has the core objective of facilitating safety-oriented research and applications. CitySim has vehicle trajectories extracted from 1,140-min of drone videos recorded at 12 locations. It covers a variety of road geometries including freeway basic segments, weaving segments, expressway merge/diverge segments, signalized intersections, stop-controlled intersections, and control-free intersections. CitySim was generated through a five-step procedure that ensured trajectory accuracy. The five-step procedure included video stabilization, object filtering, multivideo stitching, object detection and tracking, and enhanced error filtering. Furthermore, CitySim provides the rotated bounding box information of a vehicle, which was demonstrated to improve safety evaluations. Compared with other video-based trajectory datasets, CitySim had significantly more safety-critical events, including cut-in, merge, and diverge events, which were validated by distributions of both minimum time-to-collision and minimum post encroachment time. In addition, CitySim had the capability to facilitate digital-twin-related research by providing relevant assets, such as the recording locations' three-dimensional base maps and signal timings."
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,Biomodels link,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,DT performance metrics,"Minimum time-to-collision, minimum post encroachment time, trajectory accuracy"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,DT readiness scale,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,Framework,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,Scientific domain,Transportation Engineering
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,Stage of DT development,TRL 4 (Technology validated in lab)
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,Type of Digital Twin,Digital Twin
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,DT General Information,Use case,"Safety-oriented vehicle trajectory research and applications, including autonomous vehicle safety, crash risk evaluation, trajectory prediction, and surrogate safety measurement using drone-based video data and 3D maps"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Asynchronous integration,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data aggregation,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data type,"Vehicle trajectory data, video data, 3D base maps, signal timing data"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data format,"Video (drone footage), rotated bounding box coordinates, 3D map files (format not specified), signal timing data (format not specified)"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data integration,"Multivideo stitching, object detection and tracking using Mask R-CNN and CSRT tracker, enhanced error filtering"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data outputs,"Vehicle trajectories with rotated bounding box information, 3D base maps, signal timing data"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data pipeline,"Five-step procedure: video stabilization, object filtering, multivideo stitching, object detection and tracking (Mask R-CNN + CSRT), enhanced error filtering"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data processing,"Video stabilization, object filtering, multivideo stitching, object detection and tracking (Mask R-CNN and CSRT), enhanced error filtering"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data source,"Drone videos recorded at 12 locations, traffic signal timing systems, 3D base maps of recording locations"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data Storage,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data archive services,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data streaming,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Data transformation,"Rotated bounding box extraction, video stitching, object detection and tracking"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,DT model repository,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,DT instance repository,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Real-time processing,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Sensor,Drone camera (video sensor)
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Sensor metadata,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Simulation model repository,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Synthetic data generation,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Data Services,Temporal data store,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,API services,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,Digital Twin federation,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,Interoperability,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,Network architecture,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,Ontology,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,Collaboration platform integration,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,Enterprise system integration,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Integration,OT/IoT system integration,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,AI model repository,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,AI models,"Mask R-CNN (Mask region-based convolutional neural network), CSRT (channel and spatial reliability tracker)"
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Alerts & notifications,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Analytical model,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Cloud node,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Compute resources for data analysis,Not available
CitySim: A Drone-Based Vehicle Trajectory Dataset for Safety-Oriented Research and Digital Twins,Intelligence,Distributed ledger & smart contracts,Not available
